serve_api: request defaults HALOGEN_MAX_TOKENS_DEFAULT=65536, HALOGEN_TEMPERATURE=1.0, HALOGEN_TOP_P=0.95, HALOGEN_TOP_K=20, HALOGEN_MAX_THINKING_TOKENS=26000
serve_api: engine at 127.0.0.1:8730, listening on 0.0.0.0:8080
serve_api: request defaults HALOGEN_MAX_TOKENS_DEFAULT=65536, HALOGEN_TEMPERATURE=1.0, HALOGEN_TOP_P=0.95, HALOGEN_TOP_K=20, HALOGEN_MAX_THINKING_TOKENS=26000 (a field the request sends wins; temperature 0 in a request is greedy and takes no sampling default)
serve_api: version 0.8.1, engine version 0.8.1
serve_api: mtp 179 tok in 4.64s = 38.55 t/s | 106 rounds, commit 1.68/round | prompt 1427, prefill 5.92s | detok 25us/tok | pld 7 rounds, 1.86 acc/round
serve_api: mtp 189 tok in 4.67s = 40.51 t/s | 112 rounds, commit 1.68/round | prompt 1427 (1277 cached), prefill 1.50s | detok 27us/tok | pld 5 rounds, 2.00 acc/round
serve_api: mtp 163 tok in 4.13s = 39.44 t/s | 97 rounds, commit 1.67/round | prompt 1427 (1277 cached), prefill 1.51s | detok 28us/tok | pld 7 rounds, 2.00 acc/round
serve_api: mtp 157 tok in 4.00s = 39.29 t/s | 94 rounds, commit 1.66/round | prompt 1427 (1277 cached), prefill 1.51s | detok 28us/tok | pld 7 rounds, 2.00 acc/round
serve_api: mtp 155 tok in 3.93s = 39.42 t/s | 93 rounds, commit 1.66/round | prompt 1427 (1277 cached), prefill 1.49s | detok 28us/tok | pld 6 rounds, 2.17 acc/round
serve_api: mtp 207 tok in 5.20s = 39.78 t/s | 124 rounds, commit 1.66/round | prompt 1427 (1277 cached), prefill 1.50s | detok 30us/tok | pld 7 rounds, 1.71 acc/round
serve_api: mtp 156 tok in 3.90s = 40.04 t/s | 91 rounds, commit 1.70/round | prompt 1427 (1277 cached), prefill 1.52s | detok 28us/tok | pld 7 rounds, 2.00 acc/round
serve_api: mtp 183 tok in 4.71s = 38.82 t/s | 111 rounds, commit 1.64/round | prompt 1427 (1277 cached), prefill 1.49s | detok 26us/tok | pld 7 rounds, 2.00 acc/round
serve_api: mtp 156 tok in 3.95s = 39.53 t/s | 93 rounds, commit 1.67/round | prompt 1427 (1277 cached), prefill 1.54s | detok 27us/tok | pld 6 rounds, 2.17 acc/round
serve_api: mtp 156 tok in 4.31s = 36.23 t/s | 94 rounds, commit 1.65/round | prompt 1425 (1277 cached), prefill 1.50s | detok 36us/tok | pld 6 rounds, 2.17 acc/round
serve_api: mtp 161 tok in 4.08s = 39.46 t/s | 97 rounds, commit 1.65/round | prompt 1427 (1277 cached), prefill 1.51s | detok 27us/tok | pld 6 rounds, 2.00 acc/round
serve_api: mtp 145 tok in 3.55s = 40.89 t/s | 83 rounds, commit 1.73/round | prompt 1427 (1277 cached), prefill 1.49s | detok 27us/tok | pld 5 rounds, 2.40 acc/round
serve_api: mtp 178 tok in 4.52s = 39.39 t/s | 107 rounds, commit 1.65/round | prompt 1427 (1277 cached), prefill 1.52s | detok 32us/tok | pld 6 rounds, 2.17 acc/round
serve_api: mtp 158 tok in 4.49s = 35.20 t/s | 95 rounds, commit 1.65/round | prompt 1427 (1277 cached), prefill 1.51s | detok 26us/tok | pld 7 rounds, 2.00 acc/round
serve_api: mtp 155 tok in 3.81s = 40.65 t/s | 91 rounds, commit 1.69/round | prompt 1427 (1277 cached), prefill 1.86s | detok 26us/tok | pld 6 rounds, 2.17 acc/round
serve_api: mtp 214 tok in 5.37s = 39.88 t/s | 127 rounds, commit 1.68/round | prompt 1427 (1277 cached), prefill 1.45s | detok 27us/tok | pld 9 rounds, 1.56 acc/round
serve_api: mtp 142 tok in 3.57s = 39.77 t/s | 84 rounds, commit 1.68/round | prompt 1427 (1277 cached), prefill 1.41s | detok 20us/tok | pld 6 rounds, 2.17 acc/round
serve_api: mtp 156 tok in 3.82s = 40.85 t/s | 91 rounds, commit 1.70/round | prompt 1427 (1277 cached), prefill 1.50s | detok 22us/tok | pld 6 rounds, 2.17 acc/round
serve_api: mtp 159 tok in 3.97s = 40.05 t/s | 93 rounds, commit 1.70/round | prompt 1427 (1277 cached), prefill 1.45s | detok 24us/tok | pld 8 rounds, 1.75 acc/round
serve_api: mtp 231 tok in 6.23s = 37.08 t/s | 140 rounds, commit 1.64/round | prompt 1425 (1277 cached), prefill 1.82s | detok 28us/tok | pld 10 rounds, 1.70 acc/round
serve_api: mtp 180 tok in 5.07s = 35.53 t/s | 108 rounds, commit 1.66/round | prompt 1425 (1277 cached), prefill 1.50s | detok 37us/tok | pld 7 rounds, 2.00 acc/round
serve_api: mtp 169 tok in 4.69s = 36.07 t/s | 83 rounds, commit 1.57/round | prompt 1425 (1277 cached), prefill 1.51s | detok 36us/tok | 38 tok beside other streams | pld 12 rounds, 1.42 acc/round
serve_api: mtp 153 tok in 3.84s = 39.86 t/s | 91 rounds, commit 1.67/round | prompt 1425 (1277 cached), prefill 1.47s | detok 29us/tok | pld 5 rounds, 2.40 acc/round
serve_api: mtp 203 tok in 5.05s = 40.19 t/s | 119 rounds, commit 1.70/round | prompt 1425 (1277 cached), prefill 1.47s | detok 34us/tok | pld 7 rounds, 1.71 acc/round
serve_api: mtp 197 tok in 4.87s = 40.42 t/s | 115 rounds, commit 1.70/round | prompt 1425 (1277 cached), prefill 1.54s | detok 31us/tok | pld 7 rounds, 2.00 acc/round
serve_api: mtp 191 tok in 4.61s = 41.46 t/s | 107 rounds, commit 1.78/round | prompt 1427 (1277 cached), prefill 1.48s | detok 28us/tok | pld 10 rounds, 1.90 acc/round
serve_api: mtp 155 tok in 3.92s = 39.57 t/s | 92 rounds, commit 1.67/round | prompt 1427 (1277 cached), prefill 1.53s | detok 30us/tok | pld 6 rounds, 2.17 acc/round
serve_api: mtp 180 tok in 4.47s = 40.28 t/s | 104 rounds, commit 1.72/round | prompt 1427 (1277 cached), prefill 1.78s | detok 35us/tok | pld 7 rounds, 2.00 acc/round
serve_api: mtp 177 tok in 4.49s = 39.44 t/s | 106 rounds, commit 1.66/round | prompt 1427 (1277 cached), prefill 1.54s | detok 27us/tok | pld 6 rounds, 2.17 acc/round
serve_api: mtp 181 tok in 5.15s = 35.13 t/s | 91 rounds, commit 1.54/round | prompt 1427 (1277 cached), prefill 1.52s | detok 26us/tok | 40 tok beside other streams | pld 12 rounds, 1.50 acc/round
serve_api: mtp 209 tok in 5.25s = 39.77 t/s | 124 rounds, commit 1.69/round | prompt 1427 (1277 cached), prefill 1.52s | detok 28us/tok | pld 9 rounds, 2.44 acc/round
serve_api: mtp 177 tok in 4.50s = 39.35 t/s | 106 rounds, commit 1.66/round | prompt 1427 (1277 cached), prefill 1.53s | detok 34us/tok | pld 6 rounds, 2.17 acc/round
serve_api: mtp 163 tok in 4.22s = 38.64 t/s | 99 rounds, commit 1.64/round | prompt 1427 (1277 cached), prefill 1.50s | detok 32us/tok | pld 6 rounds, 2.17 acc/round
serve_api: mtp 167 tok in 4.35s = 38.36 t/s | 102 rounds, commit 1.63/round | prompt 1427 (1277 cached), prefill 1.52s | detok 34us/tok | pld 7 rounds, 2.00 acc/round
serve_api: mtp 147 tok in 3.57s = 41.19 t/s | 87 rounds, commit 1.68/round | prompt 1427 (1277 cached), prefill 1.52s | detok 31us/tok | pld 6 rounds, 2.17 acc/round
serve_api: mtp 190 tok in 5.02s = 37.83 t/s | 118 rounds, commit 1.60/round | prompt 1425 (1277 cached), prefill 1.47s | detok 35us/tok | pld 7 rounds, 1.86 acc/round
serve_api: mtp 170 tok in 4.39s = 38.74 t/s | 104 rounds, commit 1.62/round | prompt 1427 (1277 cached), prefill 1.50s | detok 29us/tok | pld 5 rounds, 2.40 acc/round
serve_api: mtp 184 tok in 5.39s = 34.12 t/s | 110 rounds, commit 1.66/round | prompt 1427 (1277 cached), prefill 1.50s | detok 33us/tok | pld 8 rounds, 2.00 acc/round
serve_api: mtp 155 tok in 3.86s = 40.19 t/s | 91 rounds, commit 1.69/round | prompt 1427 (1277 cached), prefill 1.49s | detok 28us/tok | pld 5 rounds, 2.40 acc/round
serve_api: mtp 166 tok in 4.24s = 39.12 t/s | 100 rounds, commit 1.65/round | prompt 1427 (1277 cached), prefill 1.50s | detok 29us/tok | pld 7 rounds, 2.00 acc/round
serve_api: mtp 188 tok in 4.67s = 40.26 t/s | 111 rounds, commit 1.68/round | prompt 1427 (1277 cached), prefill 1.51s | detok 29us/tok | pld 5 rounds, 2.40 acc/round
serve_api: mtp 210 tok in 5.16s = 40.66 t/s | 122 rounds, commit 1.72/round | prompt 1427 (1277 cached), prefill 1.49s | detok 28us/tok | pld 7 rounds, 2.00 acc/round
serve_api: mtp 167 tok in 5.68s = 29.41 t/s | 99 rounds, commit 1.68/round | prompt 1427 (1277 cached), prefill 1.51s | detok 26us/tok | pld 6 rounds, 2.17 acc/round
serve_api: mtp 222 tok in 5.71s = 38.90 t/s | 135 rounds, commit 1.64/round | prompt 1427 (1277 cached), prefill 1.47s | detok 26us/tok | pld 7 rounds, 1.86 acc/round
serve_api: mtp 180 tok in 4.59s = 39.19 t/s | 109 rounds, commit 1.64/round | prompt 1427 (1277 cached), prefill 1.49s | detok 34us/tok | pld 7 rounds, 2.00 acc/round
serve_api: mtp 172 tok in 4.26s = 40.37 t/s | 101 rounds, commit 1.69/round | prompt 1427 (1277 cached), prefill 1.51s | detok 31us/tok | pld 7 rounds, 2.00 acc/round
serve_api: mtp 158 tok in 4.08s = 38.70 t/s | 97 rounds, commit 1.62/round | prompt 1425 (1277 cached), prefill 1.52s | detok 34us/tok | pld 5 rounds, 2.40 acc/round
serve_api: mtp 189 tok in 4.94s = 38.24 t/s | 117 rounds, commit 1.61/round | prompt 1427 (1277 cached), prefill 1.53s | detok 33us/tok | pld 6 rounds, 2.17 acc/round
serve_api: mtp 163 tok in 4.04s = 40.36 t/s | 96 rounds, commit 1.69/round | prompt 1427 (1277 cached), prefill 1.51s | detok 31us/tok | pld 5 rounds, 2.40 acc/round
serve_api: mtp 188 tok in 4.64s = 40.51 t/s | 108 rounds, commit 1.74/round | prompt 1427 (1277 cached), prefill 1.49s | detok 33us/tok | pld 8 rounds, 2.38 acc/round
serve_api: mtp 177 tok in 4.44s = 39.86 t/s | 104 rounds, commit 1.69/round | prompt 1427 (1277 cached), prefill 1.53s | detok 33us/tok | pld 7 rounds, 2.14 acc/round
serve_api: mtp 155 tok in 3.98s = 38.95 t/s | 93 rounds, commit 1.66/round | prompt 1427 (1277 cached), prefill 1.51s | detok 37us/tok | pld 6 rounds, 2.17 acc/round
serve_api: mtp 218 tok in 5.65s = 38.60 t/s | 132 rounds, commit 1.64/round | prompt 1427 (1277 cached), prefill 1.50s | detok 37us/tok | pld 8 rounds, 1.88 acc/round
serve_api: mtp 203 tok in 4.85s = 41.83 t/s | 115 rounds, commit 1.76/round | prompt 1427 (1277 cached), prefill 1.52s | detok 29us/tok | pld 6 rounds, 2.17 acc/round
serve_api: mtp 157 tok in 3.97s = 39.51 t/s | 94 rounds, commit 1.66/round | prompt 1427 (1277 cached), prefill 1.52s | detok 34us/tok | pld 6 rounds, 2.17 acc/round
serve_api: mtp 207 tok in 5.32s = 38.90 t/s | 124 rounds, commit 1.66/round | prompt 1427 (1277 cached), prefill 1.50s | detok 32us/tok | pld 7 rounds, 2.00 acc/round
serve_api: mtp 200 tok in 4.76s = 41.98 t/s | 112 rounds, commit 1.78/round | prompt 1427 (1277 cached), prefill 1.54s | detok 29us/tok | pld 7 rounds, 2.00 acc/round
serve_api: mtp 175 tok in 4.44s = 39.43 t/s | 104 rounds, commit 1.67/round | prompt 1425 (1277 cached), prefill 1.51s | detok 35us/tok | pld 6 rounds, 2.17 acc/round
serve_api: mtp 180 tok in 4.58s = 39.29 t/s | 108 rounds, commit 1.66/round | prompt 1427 (1277 cached), prefill 1.51s | detok 36us/tok | pld 5 rounds, 2.40 acc/round
serve_api: mtp 155 tok in 3.92s = 39.55 t/s | 93 rounds, commit 1.66/round | prompt 1427 (1277 cached), prefill 1.51s | detok 30us/tok | pld 5 rounds, 2.40 acc/round
serve_api: mtp 182 tok in 4.66s = 39.02 t/s | 110 rounds, commit 1.65/round | prompt 1427 (1277 cached), prefill 1.51s | detok 35us/tok | pld 6 rounds, 2.17 acc/round
serve_api: mtp 183 tok in 4.44s = 41.25 t/s | 104 rounds, commit 1.75/round | prompt 1427 (1277 cached), prefill 1.51s | detok 32us/tok | pld 8 rounds, 1.75 acc/round
serve_api: mtp 175 tok in 4.55s = 38.44 t/s | 109 rounds, commit 1.60/round | prompt 1427 (1277 cached), prefill 1.50s | detok 34us/tok | pld 6 rounds, 2.17 acc/round
serve_api: mtp 176 tok in 4.52s = 38.93 t/s | 106 rounds, commit 1.65/round | prompt 1427 (1277 cached), prefill 1.51s | detok 37us/tok | pld 6 rounds, 2.17 acc/round
serve_api: mtp 168 tok in 4.03s = 41.68 t/s | 95 rounds, commit 1.76/round | prompt 1427 (1277 cached), prefill 1.50s | detok 28us/tok | pld 5 rounds, 2.40 acc/round
serve_api: mtp 157 tok in 3.99s = 39.31 t/s | 94 rounds, commit 1.66/round | prompt 1427 (1277 cached), prefill 1.55s | detok 31us/tok | pld 5 rounds, 2.40 acc/round
serve_api: mtp 200 tok in 5.16s = 38.80 t/s | 120 rounds, commit 1.68/round | prompt 1427 (1277 cached), prefill 1.51s | detok 37us/tok | pld 8 rounds, 2.50 acc/round
serve_api: mtp 156 tok in 3.95s = 39.46 t/s | 94 rounds, commit 1.65/round | prompt 1425 (1277 cached), prefill 1.53s | detok 28us/tok | pld 5 rounds, 2.40 acc/round
serve_api: mtp 180 tok in 4.47s = 40.29 t/s | 106 rounds, commit 1.69/round | prompt 1425 (1277 cached), prefill 1.52s | detok 32us/tok | pld 5 rounds, 2.40 acc/round
serve_api: mtp 177 tok in 4.42s = 40.01 t/s | 105 rounds, commit 1.68/round | prompt 1425 (1277 cached), prefill 1.52s | detok 30us/tok | pld 5 rounds, 2.40 acc/round
serve_api: mtp 155 tok in 3.95s = 39.21 t/s | 94 rounds, commit 1.64/round | prompt 1425 (1277 cached), prefill 1.50s | detok 32us/tok | pld 5 rounds, 2.40 acc/round
serve_api: mtp 150 tok in 3.77s = 39.79 t/s | 89 rounds, commit 1.67/round | prompt 1425 (1277 cached), prefill 1.50s | detok 25us/tok | pld 6 rounds, 2.17 acc/round
serve_api: mtp 154 tok in 3.93s = 39.15 t/s | 93 rounds, commit 1.65/round | prompt 1425 (1277 cached), prefill 1.53s | detok 33us/tok | pld 6 rounds, 2.17 acc/round
serve_api: mtp 154 tok in 3.96s = 38.93 t/s | 93 rounds, commit 1.65/round | prompt 1427 (1277 cached), prefill 1.54s | detok 24us/tok | pld 6 rounds, 2.17 acc/round
serve_api: mtp 154 tok in 3.87s = 39.84 t/s | 92 rounds, commit 1.66/round | prompt 1427 (1277 cached), prefill 1.52s | detok 33us/tok | pld 5 rounds, 2.40 acc/round
serve_api: mtp 154 tok in 3.93s = 39.18 t/s | 93 rounds, commit 1.65/round | prompt 1427 (1277 cached), prefill 1.29s | detok 31us/tok | pld 6 rounds, 2.17 acc/round
serve_api: mtp 154 tok in 4.02s = 38.27 t/s | 95 rounds, commit 1.61/round | prompt 1427 (1277 cached), prefill 1.52s | detok 33us/tok | pld 6 rounds, 2.17 acc/round
serve_api: mtp 154 tok in 3.92s = 39.27 t/s | 92 rounds, commit 1.66/round | prompt 1427 (1277 cached), prefill 1.52s | detok 29us/tok | pld 6 rounds, 2.17 acc/round
serve_api: mtp 162 tok in 4.09s = 39.59 t/s | 96 rounds, commit 1.68/round | prompt 1427 (1277 cached), prefill 1.48s | detok 28us/tok | pld 8 rounds, 1.75 acc/round
serve_api: mtp 153 tok in 3.92s = 39.03 t/s | 92 rounds, commit 1.65/round | prompt 1427 (1277 cached), prefill 1.53s | detok 27us/tok | pld 6 rounds, 2.17 acc/round
serve_api: mtp 154 tok in 4.35s = 35.44 t/s | 91 rounds, commit 1.68/round | prompt 1427 (1277 cached), prefill 1.53s | detok 29us/tok | pld 6 rounds, 2.17 acc/round
serve_api: mtp 154 tok in 4.00s = 38.47 t/s | 94 rounds, commit 1.63/round | prompt 1427 (1277 cached), prefill 1.54s | detok 33us/tok | pld 6 rounds, 2.17 acc/round
serve_api: mtp 154 tok in 4.00s = 38.46 t/s | 95 rounds, commit 1.61/round | prompt 1427 (1277 cached), prefill 1.51s | detok 29us/tok | pld 5 rounds, 2.40 acc/round
serve_api: mtp 154 tok in 3.98s = 38.70 t/s | 95 rounds, commit 1.61/round | prompt 1425 (1277 cached), prefill 1.51s | detok 36us/tok | pld 5 rounds, 2.40 acc/round
serve_api: mtp 154 tok in 4.06s = 37.96 t/s | 96 rounds, commit 1.59/round | prompt 1427 (1277 cached), prefill 1.52s | detok 37us/tok | pld 6 rounds, 2.17 acc/round
serve_api: mtp 154 tok in 3.93s = 39.19 t/s | 93 rounds, commit 1.65/round | prompt 1427 (1277 cached), prefill 1.48s | detok 31us/tok | pld 5 rounds, 2.40 acc/round
serve_api: mtp 159 tok in 4.09s = 38.86 t/s | 96 rounds, commit 1.65/round | prompt 1427 (1277 cached), prefill 1.54s | detok 34us/tok | pld 6 rounds, 2.17 acc/round
serve_api: mtp 154 tok in 3.94s = 39.13 t/s | 93 rounds, commit 1.65/round | prompt 1427 (1277 cached), prefill 1.50s | detok 38us/tok | pld 6 rounds, 2.17 acc/round
serve_api: mtp 160 tok in 4.05s = 39.54 t/s | 96 rounds, commit 1.66/round | prompt 1427 (1277 cached), prefill 1.51s | detok 34us/tok | pld 7 rounds, 1.86 acc/round
serve_api: mtp 154 tok in 4.22s = 36.50 t/s | 92 rounds, commit 1.66/round | prompt 1427 (1277 cached), prefill 1.51s | detok 33us/tok | pld 5 rounds, 2.40 acc/round
serve_api: mtp 154 tok in 3.95s = 38.94 t/s | 93 rounds, commit 1.65/round | prompt 1427 (1277 cached), prefill 1.48s | detok 34us/tok | pld 6 rounds, 2.17 acc/round
serve_api: mtp 154 tok in 3.91s = 39.40 t/s | 93 rounds, commit 1.65/round | prompt 1427 (1277 cached), prefill 1.53s | detok 30us/tok | pld 5 rounds, 2.40 acc/round
serve_api: mtp 154 tok in 4.59s = 33.54 t/s | 93 rounds, commit 1.65/round | prompt 1427 (1277 cached), prefill 1.51s | detok 38us/tok | pld 6 rounds, 2.17 acc/round
serve_api: mtp 154 tok in 3.98s = 38.70 t/s | 94 rounds, commit 1.63/round | prompt 1427 (1277 cached), prefill 1.51s | detok 48us/tok | pld 6 rounds, 2.17 acc/round
serve_api: mtp 155 tok in 3.80s = 40.74 t/s | 89 rounds, commit 1.73/round | prompt 1425 (1277 cached), prefill 1.52s | detok 40us/tok | pld 6 rounds, 2.00 acc/round
serve_api: mtp 176 tok in 4.27s = 41.19 t/s | 100 rounds, commit 1.75/round | prompt 1427 (1277 cached), prefill 1.51s | detok 32us/tok | pld 8 rounds, 2.00 acc/round
serve_api: mtp 154 tok in 4.05s = 38.00 t/s | 93 rounds, commit 1.65/round | prompt 1427 (1277 cached), prefill 2.09s | detok 33us/tok | pld 5 rounds, 2.40 acc/round
serve_api: mtp 176 tok in 4.39s = 40.06 t/s | 102 rounds, commit 1.72/round | prompt 1427 (1277 cached), prefill 1.51s | detok 29us/tok | pld 7 rounds, 1.71 acc/round
serve_api: mtp 154 tok in 4.01s = 38.43 t/s | 94 rounds, commit 1.63/round | prompt 1427 (1277 cached), prefill 1.52s | detok 28us/tok | pld 6 rounds, 2.17 acc/round
serve_api: mtp 153 tok in 3.93s = 38.94 t/s | 93 rounds, commit 1.63/round | prompt 1427 (1277 cached), prefill 1.52s | detok 38us/tok | pld 5 rounds, 2.40 acc/round
serve_api: mtp 175 tok in 5.07s = 34.51 t/s | 108 rounds, commit 1.61/round | prompt 1427 (1277 cached), prefill 1.52s | detok 35us/tok | pld 7 rounds, 2.00 acc/round
serve_api: mtp 154 tok in 3.91s = 39.41 t/s | 94 rounds, commit 1.63/round | prompt 1427 (1277 cached), prefill 1.44s | detok 25us/tok | pld 5 rounds, 2.40 acc/round
serve_api: mtp 154 tok in 3.96s = 38.89 t/s | 94 rounds, commit 1.63/round | prompt 1427 (1277 cached), prefill 1.48s | detok 24us/tok | pld 5 rounds, 2.40 acc/round
serve_api: mtp 154 tok in 3.94s = 39.12 t/s | 94 rounds, commit 1.63/round | prompt 1427 (1277 cached), prefill 1.52s | detok 28us/tok | pld 6 rounds, 2.17 acc/round
serve_api: mtp 154 tok in 3.91s = 39.37 t/s | 94 rounds, commit 1.63/round | prompt 1427 (1277 cached), prefill 1.48s | detok 31us/tok | pld 6 rounds, 2.17 acc/round
serve_api: mtp 154 tok in 4.25s = 36.20 t/s | 94 rounds, commit 1.63/round | prompt 1425 (1277 cached), prefill 1.73s | detok 43us/tok | pld 6 rounds, 2.17 acc/round
serve_api: mtp 153 tok in 3.78s = 40.48 t/s | 89 rounds, commit 1.71/round | prompt 1427 (1277 cached), prefill 1.51s | detok 29us/tok | pld 6 rounds, 2.00 acc/round
serve_api: mtp 154 tok in 4.37s = 35.22 t/s | 95 rounds, commit 1.61/round | prompt 1427 (1277 cached), prefill 1.52s | detok 23us/tok | pld 6 rounds, 2.17 acc/round
serve_api: mtp 153 tok in 3.95s = 38.76 t/s | 94 rounds, commit 1.62/round | prompt 1427 (1277 cached), prefill 1.50s | detok 20us/tok | pld 5 rounds, 2.40 acc/round
serve_api: mtp 153 tok in 4.00s = 38.24 t/s | 95 rounds, commit 1.60/round | prompt 1427 (1277 cached), prefill 1.51s | detok 23us/tok | pld 5 rounds, 2.40 acc/round
serve_api: mtp 154 tok in 3.95s = 38.99 t/s | 95 rounds, commit 1.61/round | prompt 1427 (1277 cached), prefill 1.48s | detok 28us/tok | pld 5 rounds, 2.40 acc/round
serve_api: mtp 154 tok in 4.01s = 38.38 t/s | 96 rounds, commit 1.59/round | prompt 1427 (1277 cached), prefill 1.51s | detok 23us/tok | pld 5 rounds, 2.40 acc/round
serve_api: mtp 154 tok in 4.02s = 38.34 t/s | 96 rounds, commit 1.59/round | prompt 1427 (1277 cached), prefill 2.18s | detok 31us/tok | pld 5 rounds, 2.40 acc/round
serve_api: mtp 183 tok in 4.58s = 39.97 t/s | 109 rounds, commit 1.67/round | prompt 1427 (1277 cached), prefill 1.48s | detok 24us/tok | pld 7 rounds, 2.14 acc/round
serve_api: mtp 155 tok in 4.07s = 38.08 t/s | 97 rounds, commit 1.59/round | prompt 1427 (1277 cached), prefill 1.47s | detok 25us/tok | pld 6 rounds, 2.17 acc/round
serve_api: mtp 154 tok in 4.66s = 33.04 t/s | 96 rounds, commit 1.59/round | prompt 1425 (1277 cached), prefill 1.97s | detok 25us/tok | pld 5 rounds, 2.40 acc/round
serve_api: mtp 153 tok in 4.58s = 33.39 t/s | 94 rounds, commit 1.62/round | prompt 1425 (1277 cached), prefill 1.48s | detok 24us/tok | pld 5 rounds, 2.40 acc/round
serve_api: mtp 154 tok in 3.86s = 39.90 t/s | 93 rounds, commit 1.65/round | prompt 1425 (1277 cached), prefill 1.52s | detok 25us/tok | pld 5 rounds, 2.40 acc/round
serve_api: mtp 154 tok in 3.89s = 39.57 t/s | 92 rounds, commit 1.66/round | prompt 1425 (1277 cached), prefill 1.46s | detok 21us/tok | pld 6 rounds, 2.17 acc/round
serve_api: mtp 154 tok in 4.56s = 33.75 t/s | 92 rounds, commit 1.66/round | prompt 1425 (1277 cached), prefill 1.48s | detok 25us/tok | pld 5 rounds, 2.40 acc/round
